beta,n_1,s_1,s_2,group,stable
15.040000000000001,5,0.316,0.316,1.0,False
15.040000000000001,5,0.447,0.001,2.0,False
15.08,1,0.316,0.316,1.0,False
15.08,1,1.0,0.0,2.0,True
15.08,2,0.316,0.316,1.0,False
15.08,2,0.707,0.0,2.0,False
15.08,3,0.316,0.316,1.0,False
15.08,3,0.577,0.0,2.0,False
15.08,4,0.316,0.316,1.0,False
15.08,4,0.5,0.0,2.0,False
15.08,5,0.316,0.316,1.0,False
15.08,5,0.447,0.001,2.0,False
15.120000000000001,1,0.316,0.316,1.0,False
15.120000000000001,1,1.0,0.0,2.0,True
15.120000000000001,2,0.316,0.316,1.0,False
15.120000000000001,2,0.707,0.0,2.0,False
15.120000000000001,3,0.316,0.316,1.0,False
15.120000000000001,3,0.577,0.0,2.0,False
15.120000000000001,4,0.316,0.316,1.0,False
15.120000000000001,4,0.5,0.0,2.0,False
15.120000000000001,5,0.316,0.316,1.0,False
15.120000000000001,5,0.447,0.001,2.0,False
15.16,1,0.316,0.316,1.0,False
15.16,1,1.0,0.0,2.0,True
15.16,2,0.316,0.316,1.0,False
15.16,2,0.707,0.0,2.0,False
15.16,3,0.316,0.316,1.0,False
15.16,3,0.577,0.0,2.0,False
15.16,4,0.316,0.316,1.0,False
15.16,4,0.5,0.0,2.0,False
15.16,5,0.316,0.316,1.0,False
15.16,5,0.447,0.001,2.0,False
15.200000000000001,1,0.316,0.316,1.0,False
15.200000000000001,1,1.0,0.0,2.0,True
15.200000000000001,2,0.316,0.316,1.0,False
15.200000000000001,2,0.707,0.0,2.0,False
15.200000000000001,3,0.316,0.316,1.0,False
15.200000000000001,3,0.577,0.0,2.0,False
15.200000000000001,4,0.316,0.316,1.0,False
15.200000000000001,4,0.5,0.0,2.0,False
15.200000000000001,5,0.316,0.316,1.0,False
15.200000000000001,5,0.447,0.001,2.0,False
15.24,1,0.316,0.316,1.0,False
15.24,1,1.0,0.0,2.0,True
15.24,2,0.316,0.316,1.0,False
15.24,2,0.707,0.0,2.0,False
15.24,3,0.316,0.316,1.0,False
15.24,3,0.577,0.0,2.0,False
15.24,4,0.316,0.316,1.0,False
15.24,4,0.5,0.0,2.0,False
15.24,5,0.316,0.316,1.0,False
15.24,5,0.447,0.0,2.0,False
15.280000000000001,1,0.316,0.316,1.0,False
15.280000000000001,1,1.0,0.0,2.0,True
15.280000000000001,2,0.316,0.316,1.0,False
15.280000000000001,2,0.707,0.0,2.0,False
15.280000000000001,3,0.316,0.316,1.0,False
15.280000000000001,3,0.577,0.0,2.0,False
15.280000000000001,4,0.316,0.316,1.0,False
15.280000000000001,4,0.5,0.0,2.0,False
15.280000000000001,5,0.316,0.316,1.0,False
15.280000000000001,5,0.447,0.0,2.0,False
15.32,1,0.316,0.316,1.0,False
15.32,1,1.0,0.0,2.0,True
15.32,2,0.316,0.316,1.0,False
15.32,2,0.707,0.0,2.0,False
15.32,3,0.316,0.316,1.0,False
15.32,3,0.577,0.0,2.0,False
15.32,4,0.316,0.316,1.0,False
15.32,4,0.5,0.0,2.0,False
15.32,5,0.316,0.316,1.0,False
15.32,5,0.447,0.0,2.0,False
15.36,1,0.316,0.316,1.0,False
15.36,1,1.0,0.0,2.0,True
15.36,2,0.316,0.316,1.0,False
15.36,2,0.707,0.0,2.0,False
15.36,3,0.316,0.316,1.0,False
15.36,3,0.577,0.0,2.0,False
15.36,4,0.316,0.316,1.0,False
15.36,4,0.5,0.0,2.0,False
15.36,5,0.316,0.316,1.0,False
15.36,5,0.447,0.0,2.0,False
15.4,1,0.316,0.316,1.0,False
15.4,1,1.0,0.0,2.0,True
15.4,2,0.316,0.316,1.0,False
15.4,2,0.707,0.0,2.0,False
15.4,3,0.316,0.316,1.0,False
15.4,3,0.577,0.0,2.0,False
15.4,4,0.316,0.316,1.0,False
15.4,4,0.5,0.0,2.0,False
15.4,5,0.316,0.316,1.0,False
15.4,5,0.447,0.0,2.0,False
15.44,1,0.316,0.316,1.0,False
15.44,1,1.0,0.0,2.0,True
15.44,2,0.316,0.316,1.0,False
15.44,2,0.707,0.0,2.0,False
15.44,3,0.316,0.316,1.0,False
15.44,3,0.577,0.0,2.0,False
15.44,4,0.316,0.316,1.0,False
15.44,4,0.5,0.0,2.0,False
15.44,5,0.316,0.316,1.0,False
15.44,5,0.447,0.0,2.0,False
15.48,1,0.316,0.316,1.0,False
15.48,1,1.0,0.0,2.0,True
15.48,2,0.316,0.316,1.0,False
15.48,2,0.707,0.0,2.0,False
15.48,3,0.316,0.316,1.0,False
15.48,3,0.577,0.0,2.0,False
15.48,4,0.316,0.316,1.0,False
15.48,4,0.5,0.0,2.0,False
15.48,5,0.316,0.316,1.0,False
15.48,5,0.447,0.0,2.0,False
15.52,1,0.316,0.316,1.0,False
15.52,1,1.0,0.0,2.0,True
15.52,2,0.316,0.316,1.0,False
15.52,2,0.707,0.0,2.0,False
15.52,3,0.316,0.316,1.0,False
15.52,3,0.577,0.0,2.0,False
15.52,4,0.316,0.316,1.0,False
15.52,4,0.5,0.0,2.0,False
15.52,5,0.316,0.316,1.0,False
15.52,5,0.447,0.0,2.0,False
15.56,1,0.316,0.316,1.0,False
15.56,1,1.0,0.0,2.0,True
15.56,2,0.316,0.316,1.0,False
15.56,2,0.707,0.0,2.0,False
15.56,3,0.316,0.316,1.0,False
15.56,3,0.577,0.0,2.0,False
15.56,4,0.316,0.316,1.0,False
15.56,4,0.5,0.0,2.0,False
15.56,5,0.316,0.316,1.0,False
15.56,5,0.447,0.0,2.0,False
15.6,1,0.316,0.316,1.0,False
15.6,1,1.0,0.0,2.0,True
15.6,2,0.316,0.316,1.0,False
15.6,2,0.707,0.0,2.0,False
15.6,3,0.316,0.316,1.0,False
15.6,3,0.577,0.0,2.0,False
15.6,4,0.316,0.316,1.0,False
15.6,4,0.5,0.0,2.0,False
15.6,5,0.316,0.316,1.0,False
15.6,5,0.447,0.0,2.0,False
15.64,1,0.316,0.316,1.0,False
15.64,1,1.0,0.0,2.0,True
15.64,2,0.316,0.316,1.0,False
15.64,2,0.707,0.0,2.0,False
15.64,3,0.316,0.316,1.0,False
15.64,3,0.577,0.0,2.0,False
15.64,4,0.316,0.316,1.0,False
15.64,4,0.5,0.0,2.0,False
15.64,5,0.316,0.316,1.0,False
15.64,5,0.447,0.0,2.0,False
15.68,1,0.316,0.316,1.0,False
15.68,1,1.0,0.0,2.0,True
15.68,2,0.316,0.316,1.0,False
15.68,2,0.707,0.0,2.0,False
15.68,3,0.316,0.316,1.0,False
15.68,3,0.577,0.0,2.0,False
15.68,4,0.316,0.316,1.0,False
15.68,4,0.5,0.0,2.0,False
15.68,5,0.316,0.316,1.0,False
15.68,5,0.447,0.0,2.0,False
15.72,1,0.316,0.316,1.0,False
15.72,1,1.0,0.0,2.0,True
15.72,2,0.316,0.316,1.0,False
15.72,2,0.707,0.0,2.0,False
15.72,3,0.316,0.316,1.0,False
15.72,3,0.577,0.0,2.0,False
15.72,4,0.316,0.316,1.0,False
15.72,4,0.5,0.0,2.0,False
15.72,5,0.316,0.316,1.0,False
15.72,5,0.447,0.0,2.0,False
15.76,1,0.316,0.316,1.0,False
15.76,1,1.0,0.0,2.0,True
15.76,2,0.316,0.316,1.0,False
15.76,2,0.707,0.0,2.0,False
15.76,3,0.316,0.316,1.0,False
15.76,3,0.577,0.0,2.0,False
15.76,4,0.316,0.316,1.0,False
15.76,4,0.5,0.0,2.0,False
15.76,5,0.316,0.316,1.0,False
15.76,5,0.447,0.0,2.0,False
15.8,1,0.316,0.316,1.0,False
15.8,1,1.0,0.0,2.0,True
15.8,2,0.316,0.316,1.0,False
15.8,2,0.707,0.0,2.0,False
15.8,3,0.316,0.316,1.0,False
15.8,3,0.577,0.0,2.0,False
15.8,4,0.316,0.316,1.0,False
15.8,4,0.5,0.0,2.0,False
15.8,5,0.316,0.316,1.0,False
15.8,5,0.447,0.0,2.0,False
15.84,1,0.316,0.316,1.0,False
15.84,1,1.0,0.0,2.0,True
15.84,2,0.316,0.316,1.0,False
15.84,2,0.707,0.0,2.0,False
15.84,3,0.316,0.316,1.0,False
15.84,3,0.577,0.0,2.0,False
15.84,4,0.316,0.316,1.0,False
15.84,4,0.5,0.0,2.0,False
15.84,5,0.316,0.316,1.0,False
15.84,5,0.447,0.0,2.0,False
15.88,1,0.316,0.316,1.0,False
15.88,1,1.0,0.0,2.0,True
15.88,2,0.316,0.316,1.0,False
15.88,2,0.707,0.0,2.0,False
15.88,3,0.316,0.316,1.0,False
15.88,3,0.577,0.0,2.0,False
15.88,4,0.316,0.316,1.0,False
15.88,4,0.5,0.0,2.0,False
15.88,5,0.316,0.316,1.0,False
15.88,5,0.447,0.0,2.0,False
15.92,1,0.316,0.316,1.0,False
15.92,1,1.0,0.0,2.0,True
15.92,2,0.316,0.316,1.0,False
15.92,2,0.707,0.0,2.0,False
15.92,3,0.316,0.316,1.0,False
15.92,3,0.577,0.0,2.0,False
15.92,4,0.316,0.316,1.0,False
15.92,4,0.5,0.0,2.0,False
15.92,5,0.316,0.316,1.0,False
15.92,5,0.447,0.0,2.0,False
15.96,1,0.316,0.316,1.0,False
15.96,1,1.0,0.0,2.0,True
15.96,2,0.316,0.316,1.0,False
15.96,2,0.707,0.0,2.0,False
15.96,3,0.316,0.316,1.0,False
15.96,3,0.577,0.0,2.0,False
15.96,4,0.316,0.316,1.0,False
15.96,4,0.5,0.0,2.0,False
15.96,5,0.316,0.316,1.0,False
15.96,5,0.447,0.0,2.0,False
16.0,1,0.316,0.316,1.0,False
16.0,1,1.0,0.0,2.0,True
16.0,2,0.316,0.316,1.0,False
16.0,2,0.707,0.0,2.0,False
16.0,3,0.316,0.316,1.0,False
16.0,3,0.577,0.0,2.0,False
16.0,4,0.316,0.316,1.0,False
16.0,4,0.5,0.0,2.0,False
16.0,5,0.316,0.316,1.0,False
16.0,5,0.447,0.0,2.0,False
16.04,1,0.316,0.316,1.0,False
16.04,1,1.0,0.0,2.0,True
16.04,2,0.316,0.316,1.0,False
16.04,2,0.707,0.0,2.0,False
16.04,3,0.316,0.316,1.0,False
16.04,3,0.577,0.0,2.0,False
16.04,4,0.316,0.316,1.0,False
16.04,4,0.5,0.0,2.0,False
16.04,5,0.316,0.316,1.0,False
16.04,5,0.447,0.0,2.0,False
16.080000000000002,1,0.316,0.316,1.0,False
16.080000000000002,1,1.0,0.0,2.0,True
16.080000000000002,2,0.316,0.316,1.0,False
16.080000000000002,2,0.707,0.0,2.0,False
16.080000000000002,3,0.316,0.316,1.0,False
16.080000000000002,3,0.577,0.0,2.0,False
16.080000000000002,4,0.316,0.316,1.0,False
16.080000000000002,4,0.5,0.0,2.0,False
16.080000000000002,5,0.316,0.316,1.0,False
16.080000000000002,5,0.447,0.0,2.0,False
16.12,1,0.316,0.316,1.0,False
16.12,1,1.0,0.0,2.0,True
16.12,2,0.316,0.316,1.0,False
16.12,2,0.707,0.0,2.0,False
16.12,3,0.316,0.316,1.0,False
16.12,3,0.577,0.0,2.0,False
16.12,4,0.316,0.316,1.0,False
16.12,4,0.5,0.0,2.0,False
16.12,5,0.316,0.316,1.0,False
16.12,5,0.447,0.0,2.0,False
16.16,1,0.316,0.316,1.0,False
16.16,1,1.0,0.0,2.0,True
16.16,2,0.316,0.316,1.0,False
16.16,2,0.707,0.0,2.0,False
16.16,3,0.316,0.316,1.0,False
16.16,3,0.577,0.0,2.0,False
16.16,4,0.316,0.316,1.0,False
16.16,4,0.5,0.0,2.0,False
16.16,5,0.316,0.316,1.0,False
16.16,5,0.447,0.0,2.0,False
16.2,1,0.316,0.316,1.0,False
16.2,1,1.0,0.0,2.0,True
16.2,2,0.316,0.316,1.0,False
16.2,2,0.707,0.0,2.0,False
16.2,3,0.316,0.316,1.0,False
16.2,3,0.577,0.0,2.0,False
16.2,4,0.316,0.316,1.0,False
16.2,4,0.5,0.0,2.0,False
16.2,5,0.316,0.316,1.0,False
16.2,5,0.447,0.0,2.0,False
16.240000000000002,1,0.316,0.316,1.0,False
16.240000000000002,1,1.0,0.0,2.0,True
16.240000000000002,2,0.316,0.316,1.0,False
16.240000000000002,2,0.707,0.0,2.0,False
16.240000000000002,3,0.316,0.316,1.0,False
16.240000000000002,3,0.577,0.0,2.0,False
16.240000000000002,4,0.316,0.316,1.0,False
16.240000000000002,4,0.5,0.0,2.0,False
16.240000000000002,5,0.316,0.316,1.0,False
16.240000000000002,5,0.447,0.0,2.0,False
16.28,1,0.316,0.316,1.0,False
16.28,1,1.0,0.0,2.0,True
16.28,2,0.316,0.316,1.0,False
16.28,2,0.707,0.0,2.0,False
16.28,3,0.316,0.316,1.0,False
16.28,3,0.577,0.0,2.0,False
16.28,4,0.316,0.316,1.0,False
16.28,4,0.5,0.0,2.0,False
16.28,5,0.316,0.316,1.0,False
16.28,5,0.447,0.0,2.0,False
16.32,1,0.316,0.316,1.0,False
16.32,1,1.0,0.0,2.0,True
16.32,2,0.316,0.316,1.0,False
16.32,2,0.707,0.0,2.0,False
16.32,3,0.316,0.316,1.0,False
16.32,3,0.577,0.0,2.0,False
16.32,4,0.316,0.316,1.0,False
16.32,4,0.5,0.0,2.0,False
16.32,5,0.316,0.316,1.0,False
16.32,5,0.447,0.0,2.0,False
16.36,1,0.316,0.316,1.0,False
16.36,1,1.0,0.0,2.0,True
16.36,2,0.316,0.316,1.0,False
16.36,2,0.707,0.0,2.0,False
16.36,3,0.316,0.316,1.0,False
16.36,3,0.577,0.0,2.0,False
16.36,4,0.316,0.316,1.0,False
16.36,4,0.5,0.0,2.0,False
16.36,5,0.316,0.316,1.0,False
16.36,5,0.447,0.0,2.0,False
16.4,1,0.316,0.316,1.0,False
16.4,1,1.0,0.0,2.0,True
16.4,2,0.316,0.316,1.0,False
16.4,2,0.707,0.0,2.0,False
16.4,3,0.316,0.316,1.0,False
16.4,3,0.577,0.0,2.0,False
16.4,4,0.316,0.316,1.0,False
16.4,4,0.5,0.0,2.0,False
16.4,5,0.316,0.316,1.0,False
16.4,5,0.447,0.0,2.0,False
16.44,1,0.316,0.316,1.0,False
16.44,1,1.0,0.0,2.0,True
16.44,2,0.316,0.316,1.0,False
16.44,2,0.707,0.0,2.0,False
16.44,3,0.316,0.316,1.0,False
16.44,3,0.577,0.0,2.0,False
16.44,4,0.316,0.316,1.0,False
16.44,4,0.5,0.0,2.0,False
16.44,5,0.316,0.316,1.0,False
16.44,5,0.447,0.0,2.0,False
16.48,1,0.316,0.316,1.0,False
16.48,1,1.0,0.0,2.0,True
16.48,2,0.316,0.316,1.0,False
16.48,2,0.707,0.0,2.0,False
16.48,3,0.316,0.316,1.0,False
16.48,3,0.577,0.0,2.0,False
16.48,4,0.316,0.316,1.0,False
16.48,4,0.5,0.0,2.0,False
16.48,5,0.316,0.316,1.0,False
16.48,5,0.447,0.0,2.0,False
16.52,1,0.316,0.316,1.0,False
16.52,1,1.0,0.0,2.0,True
16.52,2,0.316,0.316,1.0,False
16.52,2,0.707,0.0,2.0,False
16.52,3,0.316,0.316,1.0,False
16.52,3,0.577,0.0,2.0,False
16.52,4,0.316,0.316,1.0,False
16.52,4,0.5,0.0,2.0,False
16.52,5,0.316,0.316,1.0,False
16.52,5,0.447,0.0,2.0,False
16.56,1,0.316,0.316,1.0,False
16.56,1,1.0,0.0,2.0,True
16.56,2,0.316,0.316,1.0,False
16.56,2,0.707,0.0,2.0,False
16.56,3,0.316,0.316,1.0,False
16.56,3,0.577,0.0,2.0,False
16.56,4,0.316,0.316,1.0,False
16.56,4,0.5,0.0,2.0,False
16.56,5,0.316,0.316,1.0,False
16.56,5,0.447,0.0,2.0,False
16.6,1,0.316,0.316,1.0,False
16.6,1,1.0,0.0,2.0,True
16.6,2,0.316,0.316,1.0,False
16.6,2,0.707,0.0,2.0,False
16.6,3,0.316,0.316,1.0,False
16.6,3,0.577,0.0,2.0,False
16.6,4,0.316,0.316,1.0,False
16.6,4,0.5,0.0,2.0,False
16.6,5,0.316,0.316,1.0,False
16.6,5,0.447,0.0,2.0,False
16.64,1,0.316,0.316,1.0,False
16.64,1,1.0,0.0,2.0,True
16.64,2,0.316,0.316,1.0,False
16.64,2,0.707,0.0,2.0,False
16.64,3,0.316,0.316,1.0,False
16.64,3,0.577,0.0,2.0,False
16.64,4,0.316,0.316,1.0,False
16.64,4,0.5,0.0,2.0,False
16.64,5,0.316,0.316,1.0,False
16.64,5,0.447,0.0,2.0,False
16.68,1,0.316,0.316,1.0,False
16.68,1,1.0,0.0,2.0,True
16.68,2,0.316,0.316,1.0,False
16.68,2,0.707,0.0,2.0,False
16.68,3,0.316,0.316,1.0,False
16.68,3,0.577,0.0,2.0,False
16.68,4,0.316,0.316,1.0,False
16.68,4,0.5,0.0,2.0,False
16.68,5,0.316,0.316,1.0,False
16.68,5,0.447,0.0,2.0,False
16.72,1,0.316,0.316,1.0,False
16.72,1,1.0,0.0,2.0,True
16.72,2,0.316,0.316,1.0,False
16.72,2,0.707,0.0,2.0,False
16.72,3,0.316,0.316,1.0,False
16.72,3,0.577,0.0,2.0,False
16.72,4,0.316,0.316,1.0,False
16.72,4,0.5,0.0,2.0,False
16.72,5,0.316,0.316,1.0,False
16.72,5,0.447,0.0,2.0,False
16.76,1,0.316,0.316,1.0,False
16.76,1,1.0,0.0,2.0,True
16.76,2,0.316,0.316,1.0,False
16.76,2,0.707,0.0,2.0,False
16.76,3,0.316,0.316,1.0,False
16.76,3,0.577,0.0,2.0,False
16.76,4,0.316,0.316,1.0,False
16.76,4,0.5,0.0,2.0,False
16.76,5,0.316,0.316,1.0,False
16.76,5,0.447,0.0,2.0,False
16.8,1,0.316,0.316,1.0,False
16.8,1,1.0,0.0,2.0,True
16.8,2,0.316,0.316,1.0,False
16.8,2,0.707,0.0,2.0,False
16.8,3,0.316,0.316,1.0,False
16.8,3,0.577,0.0,2.0,False
16.8,4,0.316,0.316,1.0,False
16.8,4,0.5,0.0,2.0,False
16.8,5,0.316,0.316,1.0,False
16.8,5,0.447,0.0,2.0,False
16.84,1,0.316,0.316,1.0,False
16.84,1,1.0,0.0,2.0,True
16.84,2,0.316,0.316,1.0,False
16.84,2,0.707,0.0,2.0,False
16.84,3,0.316,0.316,1.0,False
16.84,3,0.577,0.0,2.0,False
16.84,4,0.316,0.316,1.0,False
16.84,4,0.5,0.0,2.0,False
16.84,5,0.316,0.316,1.0,False
16.84,5,0.447,0.0,2.0,False
16.88,1,0.316,0.316,1.0,False
16.88,1,1.0,0.0,2.0,True
16.88,2,0.316,0.316,1.0,False
16.88,2,0.707,0.0,2.0,False
16.88,3,0.316,0.316,1.0,False
16.88,3,0.577,0.0,2.0,False
16.88,4,0.316,0.316,1.0,False
16.88,4,0.5,0.0,2.0,False
16.88,5,0.316,0.316,1.0,False
16.88,5,0.447,0.0,2.0,False
16.92,1,0.316,0.316,1.0,False
16.92,1,1.0,0.0,2.0,True
16.92,2,0.316,0.316,1.0,False
16.92,2,0.707,0.0,2.0,False
16.92,3,0.316,0.316,1.0,False
16.92,3,0.577,0.0,2.0,False
16.92,4,0.316,0.316,1.0,False
16.92,4,0.5,0.0,2.0,False
16.92,5,0.316,0.316,1.0,False
16.92,5,0.447,0.0,2.0,False
16.96,1,0.316,0.316,1.0,False
16.96,1,1.0,0.0,2.0,True
16.96,2,0.316,0.316,1.0,False
16.96,2,0.707,0.0,2.0,False
16.96,3,0.316,0.316,1.0,False
16.96,3,0.577,0.0,2.0,False
16.96,4,0.316,0.316,1.0,False
16.96,4,0.5,0.0,2.0,False
16.96,5,0.316,0.316,1.0,False
16.96,5,0.447,0.0,2.0,False
17.0,1,0.316,0.316,1.0,False
17.0,1,1.0,0.0,2.0,True
17.0,2,0.316,0.316,1.0,False
17.0,2,0.707,0.0,2.0,False
17.0,3,0.316,0.316,1.0,False
17.0,3,0.577,0.0,2.0,False
17.0,4,0.316,0.316,1.0,False
17.0,4,0.5,0.0,2.0,False
17.0,5,0.316,0.316,1.0,False
17.0,5,0.447,0.0,2.0,False
17.04,1,0.316,0.316,1.0,False
17.04,1,1.0,0.0,2.0,True
17.04,2,0.316,0.316,1.0,False
17.04,2,0.707,0.0,2.0,False
17.04,3,0.316,0.316,1.0,False
17.04,3,0.577,0.0,2.0,False
17.04,4,0.316,0.316,1.0,False
17.04,4,0.5,0.0,2.0,False
17.04,5,0.316,0.316,1.0,False
17.04,5,0.447,0.0,2.0,False
17.080000000000002,1,0.316,0.316,1.0,False
17.080000000000002,1,1.0,0.0,2.0,True
17.080000000000002,2,0.316,0.316,1.0,False
17.080000000000002,2,0.707,0.0,2.0,False
17.080000000000002,3,0.316,0.316,1.0,False
17.080000000000002,3,0.577,0.0,2.0,False
17.080000000000002,4,0.316,0.316,1.0,False
17.080000000000002,4,0.5,0.0,2.0,False
17.080000000000002,5,0.316,0.316,1.0,False
17.080000000000002,5,0.447,0.0,2.0,False
17.12,1,0.316,0.316,1.0,False
17.12,1,1.0,0.0,2.0,True
17.12,2,0.316,0.316,1.0,False
17.12,2,0.707,0.0,2.0,False
17.12,3,0.316,0.316,1.0,False
17.12,3,0.577,0.0,2.0,False
17.12,4,0.316,0.316,1.0,False
17.12,4,0.5,0.0,2.0,False
17.12,5,0.316,0.316,1.0,False
17.12,5,0.447,0.0,2.0,False
17.16,1,0.316,0.316,1.0,False
17.16,1,1.0,0.0,2.0,True
17.16,2,0.316,0.316,1.0,False
17.16,2,0.707,0.0,2.0,False
17.16,3,0.316,0.316,1.0,False
17.16,3,0.577,0.0,2.0,False
17.16,4,0.316,0.316,1.0,False
17.16,4,0.5,0.0,2.0,False
17.16,5,0.316,0.316,1.0,False
17.16,5,0.447,0.0,2.0,False
17.2,1,0.316,0.316,1.0,False
17.2,1,1.0,0.0,2.0,True
17.2,2,0.316,0.316,1.0,False
17.2,2,0.707,0.0,2.0,False
17.2,3,0.316,0.316,1.0,False
17.2,3,0.577,0.0,2.0,False
17.2,4,0.316,0.316,1.0,False
17.2,4,0.5,0.0,2.0,False
17.2,5,0.316,0.316,1.0,False
17.2,5,0.447,0.0,2.0,False
17.240000000000002,1,0.316,0.316,1.0,False
17.240000000000002,1,1.0,0.0,2.0,True
17.240000000000002,2,0.316,0.316,1.0,False
17.240000000000002,2,0.707,0.0,2.0,False
17.240000000000002,3,0.316,0.316,1.0,False
17.240000000000002,3,0.577,0.0,2.0,False
17.240000000000002,4,0.316,0.316,1.0,False
17.240000000000002,4,0.5,0.0,2.0,False
17.240000000000002,5,0.316,0.316,1.0,False
17.240000000000002,5,0.447,0.0,2.0,False
17.28,1,0.316,0.316,1.0,False
17.28,1,1.0,0.0,2.0,True
17.28,2,0.316,0.316,1.0,False
17.28,2,0.707,0.0,2.0,False
17.28,3,0.316,0.316,1.0,False
17.28,3,0.577,0.0,2.0,False
17.28,4,0.316,0.316,1.0,False
17.28,4,0.5,0.0,2.0,False
17.28,5,0.316,0.316,1.0,False
17.28,5,0.447,0.0,2.0,False
17.32,1,0.316,0.316,1.0,False
17.32,1,1.0,0.0,2.0,True
17.32,2,0.316,0.316,1.0,False
17.32,2,0.707,0.0,2.0,False
17.32,3,0.316,0.316,1.0,False
17.32,3,0.577,0.0,2.0,False
17.32,4,0.316,0.316,1.0,False
17.32,4,0.5,0.0,2.0,False
17.32,5,0.316,0.316,1.0,False
17.32,5,0.447,0.0,2.0,False
17.36,1,0.316,0.316,1.0,False
17.36,1,1.0,0.0,2.0,True
17.36,2,0.316,0.316,1.0,False
17.36,2,0.707,0.0,2.0,False
17.36,3,0.316,0.316,1.0,False
17.36,3,0.577,0.0,2.0,False
17.36,4,0.316,0.316,1.0,False
17.36,4,0.5,0.0,2.0,False
17.36,5,0.316,0.316,1.0,False
17.36,5,0.447,0.0,2.0,False
17.400000000000002,1,0.316,0.316,1.0,False
17.400000000000002,1,1.0,0.0,2.0,True
17.400000000000002,2,0.316,0.316,1.0,False
17.400000000000002,2,0.707,0.0,2.0,False
17.400000000000002,3,0.316,0.316,1.0,False
17.400000000000002,3,0.577,0.0,2.0,False
17.400000000000002,4,0.316,0.316,1.0,False
17.400000000000002,4,0.5,0.0,2.0,False
17.400000000000002,5,0.316,0.316,1.0,False
17.400000000000002,5,0.447,0.0,2.0,False
17.44,1,0.316,0.316,1.0,False
17.44,1,1.0,0.0,2.0,True
17.44,2,0.316,0.316,1.0,False
17.44,2,0.707,0.0,2.0,False
17.44,3,0.316,0.316,1.0,False
17.44,3,0.577,0.0,2.0,False
17.44,4,0.316,0.316,1.0,False
17.44,4,0.5,0.0,2.0,False
17.44,5,0.316,0.316,1.0,False
17.44,5,0.447,0.0,2.0,False
17.48,1,0.316,0.316,1.0,False
17.48,1,1.0,0.0,2.0,True
17.48,2,0.316,0.316,1.0,False
17.48,2,0.707,0.0,2.0,False
17.48,3,0.316,0.316,1.0,False
17.48,3,0.577,0.0,2.0,False
17.48,4,0.316,0.316,1.0,False
17.48,4,0.5,0.0,2.0,False
17.48,5,0.316,0.316,1.0,False
17.48,5,0.447,0.0,2.0,False
17.52,1,0.316,0.316,1.0,False
17.52,1,1.0,0.0,2.0,True
17.52,2,0.316,0.316,1.0,False
17.52,2,0.707,0.0,2.0,False
17.52,3,0.316,0.316,1.0,False
17.52,3,0.577,0.0,2.0,False
17.52,4,0.316,0.316,1.0,False
17.52,4,0.5,0.0,2.0,False
17.52,5,0.316,0.316,1.0,False
17.52,5,0.447,0.0,2.0,False
17.56,1,0.316,0.316,1.0,False
17.56,1,1.0,0.0,2.0,True
17.56,2,0.316,0.316,1.0,False
17.56,2,0.707,0.0,2.0,False
17.56,3,0.316,0.316,1.0,False
17.56,3,0.577,0.0,2.0,False
17.56,4,0.316,0.316,1.0,False
17.56,4,0.5,0.0,2.0,False
17.56,5,0.316,0.316,1.0,False
17.56,5,0.447,0.0,2.0,False
17.6,1,0.316,0.316,1.0,False
17.6,1,1.0,0.0,2.0,True
17.6,2,0.316,0.316,1.0,False
17.6,2,0.707,0.0,2.0,False
17.6,3,0.316,0.316,1.0,False
17.6,3,0.577,0.0,2.0,False
17.6,4,0.316,0.316,1.0,False
17.6,4,0.5,0.0,2.0,False
17.6,5,0.316,0.316,1.0,False
17.6,5,0.447,0.0,2.0,False
17.64,1,0.316,0.316,1.0,False
17.64,1,1.0,0.0,2.0,True
17.64,2,0.316,0.316,1.0,False
17.64,2,0.707,0.0,2.0,False
17.64,3,0.316,0.316,1.0,False
17.64,3,0.577,0.0,2.0,False
17.64,4,0.316,0.316,1.0,False
17.64,4,0.5,0.0,2.0,False
17.64,5,0.316,0.316,1.0,False
17.64,5,0.447,0.0,2.0,False
17.68,1,0.316,0.316,1.0,False
17.68,1,1.0,0.0,2.0,True
17.68,2,0.316,0.316,1.0,False
17.68,2,0.707,0.0,2.0,False
17.68,3,0.316,0.316,1.0,False
17.68,3,0.577,0.0,2.0,False
17.68,4,0.316,0.316,1.0,False
17.68,4,0.5,0.0,2.0,False
17.68,5,0.316,0.316,1.0,False
17.68,5,0.447,0.0,2.0,False
17.72,1,0.316,0.316,1.0,False
17.72,1,1.0,0.0,2.0,True
17.72,2,0.316,0.316,1.0,False
17.72,2,0.707,0.0,2.0,False
17.72,3,0.316,0.316,1.0,False
17.72,3,0.577,0.0,2.0,False
17.72,4,0.316,0.316,1.0,False
17.72,4,0.5,0.0,2.0,False
17.72,5,0.316,0.316,1.0,False
17.72,5,0.447,0.0,2.0,False
17.76,1,0.316,0.316,1.0,False
17.76,1,1.0,0.0,2.0,True
17.76,2,0.316,0.316,1.0,False
17.76,2,0.707,0.0,2.0,False
17.76,3,0.316,0.316,1.0,False
17.76,3,0.577,0.0,2.0,False
17.76,4,0.316,0.316,1.0,False
17.76,4,0.5,0.0,2.0,False
17.76,5,0.316,0.316,1.0,False
17.76,5,0.447,0.0,2.0,False
